artifact,series,month,datapoint_id,value,feature_ref,source_id,source_url,source_tier,confidence,derivation_class,transform_step
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-07,likelihood_mean:2024-07,21.904003,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-07,posterior_mean:2024-07,39.730603,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-07,posterior_mean:2024-07,39.730603,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-07,posterior_mean:2024-07,39.730603,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-07,posterior_mean:2024-07,39.730603,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-07,posterior_std:2024-07,2.232799,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-07,posterior_std:2024-07,2.232799,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-07,posterior_std:2024-07,2.232799,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-07,posterior_std:2024-07,2.232799,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-08,prior_mean:2024-08,44.239149,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-08,prior_mean:2024-08,44.239149,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-08,prior_mean:2024-08,44.239149,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-08,prior_mean:2024-08,44.239149,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-08,likelihood_mean:2024-08,24.818753,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-08,likelihood_mean:2024-08,24.818753,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-08,likelihood_mean:2024-08,24.818753,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-08,likelihood_mean:2024-08,24.818753,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-08,posterior_mean:2024-08,40.423821,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-08,posterior_mean:2024-08,40.423821,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-08,posterior_mean:2024-08,40.423821,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-08,posterior_mean:2024-08,40.423821,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-08,posterior_std:2024-08,2.161609,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-08,posterior_std:2024-08,2.161609,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-08,posterior_std:2024-08,2.161609,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-08,posterior_std:2024-08,2.161609,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-09,prior_mean:2024-09,44.879341,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-09,prior_mean:2024-09,44.879341,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-09,prior_mean:2024-09,44.879341,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-09,prior_mean:2024-09,44.879341,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-09,likelihood_mean:2024-09,25.464753,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-09,likelihood_mean:2024-09,25.464753,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-09,likelihood_mean:2024-09,25.464753,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-09,likelihood_mean:2024-09,25.464753,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-09,posterior_mean:2024-09,41.259876,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-09,posterior_mean:2024-09,41.259876,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-09,posterior_mean:2024-09,41.259876,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-09,posterior_mean:2024-09,41.259876,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-09,posterior_std:2024-09,2.105709,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-09,posterior_std:2024-09,2.105709,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-09,posterior_std:2024-09,2.105709,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-09,posterior_std:2024-09,2.105709,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-10,prior_mean:2024-10,45.651325,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-10,prior_mean:2024-10,45.651325,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-10,prior_mean:2024-10,45.651325,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-10,prior_mean:2024-10,45.651325,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-10,likelihood_mean:2024-10,43.600094,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-10,likelihood_mean:2024-10,43.600094,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-10,likelihood_mean:2024-10,43.600094,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-10,likelihood_mean:2024-10,43.600094,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-10,posterior_mean:2024-10,45.284950,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-10,posterior_mean:2024-10,45.284950,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-10,posterior_mean:2024-10,45.284950,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-10,posterior_mean:2024-10,45.284950,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-10,posterior_std:2024-10,2.061086,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-10,posterior_std:2024-10,2.061086,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-10,posterior_std:2024-10,2.061086,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-10,posterior_std:2024-10,2.061086,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-11,prior_mean:2024-11,49.365671,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-11,prior_mean:2024-11,49.365671,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-11,prior_mean:2024-11,49.365671,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-11,prior_mean:2024-11,49.365671,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-11,likelihood_mean:2024-11,44.246094,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-11,likelihood_mean:2024-11,44.246094,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-11,likelihood_mean:2024-11,44.246094,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-11,likelihood_mean:2024-11,44.246094,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-11,posterior_mean:2024-11,48.482984,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-11,posterior_mean:2024-11,48.482984,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-11,posterior_mean:2024-11,48.482984,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-11,posterior_mean:2024-11,48.482984,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-11,posterior_std:2024-11,2.025007,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-11,posterior_std:2024-11,2.025007,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-11,posterior_std:2024-11,2.025007,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-11,posterior_std:2024-11,2.025007,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-12,prior_mean:2024-12,52.313203,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-12,prior_mean:2024-12,52.313203,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-12,prior_mean:2024-12,52.313203,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-12,prior_mean:2024-12,52.313203,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-12,likelihood_mean:2024-12,44.892094,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-12,likelihood_mean:2024-12,44.892094,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-12,likelihood_mean:2024-12,44.892094,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-12,likelihood_mean:2024-12,44.892094,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-12,posterior_mean:2024-12,51.070669,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-12,posterior_mean:2024-12,51.070669,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-12,posterior_mean:2024-12,51.070669,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-12,posterior_mean:2024-12,51.070669,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-12,posterior_std:2024-12,1.995538,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-12,posterior_std:2024-12,1.995538,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q4_2024,https://www.intc.com/news-events/press-releases/detail/1711/intel-reports-fourth-quarter-and-full-year-2024-financial,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-12,posterior_std:2024-12,1.995538,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-12,posterior_std:2024-12,1.995538,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2025-01,prior_mean:2025-01,54.694895,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2025-01,prior_mean:2025-01,54.694895,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2025-01,prior_mean:2025-01,54.694895,milestone_stage,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2025-01,prior_mean:2025-01,54.694895,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
